title,price,city,district,surface_m2,rooms,bathrooms,floor,construction_year,listing_url,price_per_m2,property_age,floor_group,price_segment,surface_segment,city_district,has_price,has_surface,has_rooms,has_bathrooms,has_floor,has_construction_year,is_ground_floor,is_basement
DES Appartements de 109 m² à Victoria - BOUSKOURA,855000.0,Bouskoura,Victoria,115.0,3.0,2.0,1.0,,https://www.avito.ma/fr/victoria/appartements/DES_Appartements_de_109_m%C2%B2_%C3%A0_Victoria___BOUSKOURA_56454082.htm,7434.78,,Low floor,Mid-range,Large,Bouskoura | Victoria,1,1,1,1,1,0,0,0
Lancement projets appartements près Mahatta Jadida,380000.0,Tanger,Aouama Gharbia,,2.0,1.0,2.0,,https://www.avito.ma/fr/aouama_gharbia/appartements/Lancement_projets_appartements_pr%C3%A8s_Mahatta_Jadida_55013303.htm,,,Low floor,Budget,Unknown,Tanger | Aouama Gharbia,1,0,1,1,1,0,0,0
Appart. 78 m2 Haut stand. Lot Al baraka Californie,940000.0,Casablanca,Californie,78.0,2.0,2.0,3.0,,https://www.avito.ma/fr/californie/appartements/Appart__78_m2_Haut_stand__Lot_Al_baraka_Californie_57843308.htm,12051.28,,Mid floor,Mid-range,Medium,Casablanca | Californie,1,1,1,1,1,0,0,0
CMN-AC-2063 - Appartement à vendre à Sidi Maarouf,900000.0,Casablanca,Sidi Maarouf,85.0,2.0,2.0,3.0,,https://www.avito.ma/fr/sidi_maarouf/appartements/CMN_AC_2063___Appartement_%C3%A0_vendre_%C3%A0_Sidi_Maarouf_57349576.htm,10588.24,,Mid floor,Mid-range,Medium,Casablanca | Sidi Maarouf,1,1,1,1,1,0,0,0
Appartement à vendre 140 m² la marina Casablanca,3900000.0,Casablanca,Marina,155.0,2.0,3.0,4.0,,https://www.avito.ma/fr/marina/appartements/Appartement_%C3%A0_vendre_140_m%C2%B2_la_marina_Casablanca_56471980.htm,25161.29,,Mid floor,Premium,Very large,Casablanca | Marina,1,1,1,1,1,0,0,0
3 Chambres à vendre 112 m² à Californie,2000000.0,Casablanca,Californie,117.0,3.0,2.0,2.0,,https://www.avito.ma/fr/californie/appartements/3_Chambres_%C3%A0_vendre_112_m%C2%B2_%C3%A0_Californie_56564980.htm,17094.02,,Low floor,Premium,Large,Casablanca | Californie,1,1,1,1,1,0,0,0
Appartement à vendre 90 m² Limoune à Ouled Teïma,585000.0,Ouled Teïma,Toute la ville,90.0,3.0,1.0,1.0,,https://www.avito.ma/fr/ouled_te%C3%AFma/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_Limoune_%C3%A0_Ouled_Te%C3%AFma_56824722.htm,6500.0,,Low floor,Mid-range,Medium,Ouled Teïma | Toute la ville,1,1,1,1,1,0,0,0
CMN-HA-1859 - Appartement à vendre à Beauséjour,1270000.0,Casablanca,Beauséjour,95.0,2.0,2.0,3.0,,https://www.avito.ma/fr/beaus%C3%A9jour/appartements/CMN_HA_1859___Appartement_%C3%A0_vendre_%C3%A0_Beaus%C3%A9jour_57245367.htm,13368.42,,Mid floor,Upper mid-range,Medium,Casablanca | Beauséjour,1,1,1,1,1,0,0,0
Appartement à vendre 210 m² à Tanger,3360000.0,Tanger,Administratif,210.0,3.0,2.0,7.0,,https://www.avito.ma/fr/administratif/appartements/Appartement_%C3%A0_vendre_210_m%C2%B2_%C3%A0_Tanger_57843267.htm,16000.0,,High floor,Premium,Very large,Tanger | Administratif,1,1,1,1,1,0,0,0
3 Chambres à vendre 143 m² à Californie,2255000.0,Casablanca,Californie,143.0,3.0,2.0,3.0,,https://www.avito.ma/fr/californie/appartements/3_Chambres_%C3%A0_vendre_143_m%C2%B2_%C3%A0_Californie_56512306.htm,15769.23,,Mid floor,Premium,Large,Casablanca | Californie,1,1,1,1,1,0,0,0
Appartement meublé 3 chambres à vendre Tanger,650000.0,Tanger,Hay Hassani,70.0,3.0,1.0,6.0,,https://www.avito.ma/fr/hay_hassani/appartements/Appartement_meubl%C3%A9_3_chambres_%C3%A0_vendre_Tanger_57304897.htm,9285.71,,High floor,Mid-range,Medium,Tanger | Hay Hassani,1,1,1,1,1,0,0,0
Appartement à vendre 60 m² à Marrakech,1200000.0,Marrakech,Guéliz,60.0,1.0,1.0,4.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Marrakech_57585644.htm,20000.0,,Mid floor,Upper mid-range,Medium,Marrakech | Guéliz,1,1,1,1,1,0,0,0
Appartement neuf à vendre 71 m² à Marrakech,460000.0,Marrakech,M'Hamid,71.0,3.0,2.0,1.0,,https://www.avito.ma/fr/m_hamid/appartements/Appartement_neuf_%C3%A0_vendre_71_m%C2%B2_%C3%A0_Marrakech_53696929.htm,6478.87,,Low floor,Budget,Medium,Marrakech | M'Hamid,1,1,1,1,1,0,0,0
Studio-Neuf/JamaisHabité/ 62M²/Tram Busway Ghandi,880000.0,Casablanca,Maârif,62.0,1.0,1.0,2.0,,https://www.avito.ma/fr/maarif/appartements/Studio_Neuf_JamaisHabit%C3%A9__62M%C2%B2_Tram_Busway_Ghandi_57189622.htm,14193.55,,Low floor,Mid-range,Medium,Casablanca | Maârif,1,1,1,1,1,0,0,0
A vendre un appart de 4 chambres sans voisins,3400000.0,Casablanca,Quartier Des Hôpitaux,274.0,4.0,3.0,5.0,,https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/A_vendre_un_appart_de_4_chambres_sans_voisins_57375208.htm,12408.76,,Mid floor,Premium,Very large,Casablanca | Quartier Des Hôpitaux,1,1,1,1,1,0,0,0
Superbe appartement à Dar Bouazza,2850000.0,Dar Bouazza,Toute la ville,199.0,4.0,3.0,1.0,,https://www.avito.ma/fr/dar_bouazza/appartements/Superbe_appartement_%C3%A0_Dar_Bouazza_57699278.htm,14321.61,,Low floor,Premium,Very large,Dar Bouazza | Toute la ville,1,1,1,1,1,0,0,0
"Superbe appartement à vendre dans le quartier Golf, route des Rmilat",960000.0,Tanger,Du Golf,79.0,2.0,1.0,4.0,,https://www.avito.ma/fr/du_golf/appartements/Superbe_appartement_%C3%A0_vendre_dans_le_quartier_Golf__route_des_Rmilat_57030107.htm,12151.9,,Mid floor,Mid-range,Medium,Tanger | Du Golf,1,1,1,1,1,0,0,0
Appartements à vendre 56 m² à Marrakech,560000.0,Marrakech,Mabrouka,56.0,2.0,1.0,1.0,,https://www.avito.ma/fr/mabrouka/appartements/Appartements_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Marrakech_57418106.htm,10000.0,,Low floor,Mid-range,Medium,Marrakech | Mabrouka,1,1,1,1,1,0,0,0
Appartement à vendre opportunité unique à Saïd Hajji – Salé,620000.0,Salé,Said Hajji,70.0,2.0,1.0,3.0,,https://www.avito.ma/fr/said_hajji/appartements/Appartement_%C3%A0_vendre_opportunit%C3%A9_unique_%C3%A0_Sa%C3%AFd_Hajji___Sal%C3%A9_57812395.htm,8857.14,,Mid floor,Mid-range,Medium,Salé | Said Hajji,1,1,1,1,1,0,0,0
Appartement d’exception à vendre au cœur d’Agdal,2300000.0,Rabat,Agdal,,3.0,2.0,0.0,,https://www.avito.ma/fr/agdal/appartements/Appartement_d_exception_%C3%A0_vendre_au_c_ur_d_Agdal_57779106.htm,,,Ground floor,Premium,Unknown,Rabat | Agdal,1,0,1,1,1,0,1,0
Appartement à vendre 51 m² à Casablanca,1000000.0,Casablanca,Gauthier,51.0,1.0,1.0,3.0,,https://www.avito.ma/fr/gauthier/appartements/Appartement_%C3%A0_vendre_51_m%C2%B2_%C3%A0_Casablanca_57808527.htm,19607.84,,Mid floor,Upper mid-range,Medium,Casablanca | Gauthier,1,1,1,1,1,0,0,0
Appartement à vendre 85 m² à Sidi Rahal,990000.0,Sidi Rahal,Toute la ville,85.0,2.0,1.0,0.0,,https://www.avito.ma/fr/sidi_rahal/appartements/Appartement_%C3%A0_vendre_85_m%C2%B2_%C3%A0_Sidi_Rahal_57616748.htm,11647.06,,Ground floor,Mid-range,Medium,Sidi Rahal | Toute la ville,1,1,1,1,1,0,1,0
Spacieux appartement deux façades Belvédère,1100000.0,Casablanca,Belvédère,163.0,2.0,2.0,1.0,,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Spacieux_appartement_deux_fa%C3%A7ades_Belv%C3%A9d%C3%A8re_57130099.htm,6748.47,,Low floor,Upper mid-range,Very large,Casablanca | Belvédère,1,1,1,1,1,0,0,0
Duplex meublé à vendre près du stade Ibn Batouta,1300000.0,Tanger,Ziatene,140.0,2.0,1.0,4.0,,https://www.avito.ma/fr/ziatene/appartements/Duplex_meubl%C3%A9_%C3%A0_vendre_pr%C3%A8s_du_stade_Ibn_Batouta_57110774.htm,9285.71,,Mid floor,Upper mid-range,Large,Tanger | Ziatene,1,1,1,1,1,0,0,0
Appartement à vendre 104 m² à Mohammedia,1590000.0,Mohammedia,Quartier Du Parc,104.0,2.0,2.0,5.0,,https://www.avito.ma/fr/quartier_du_parc/appartements/Appartement_%C3%A0_vendre_104_m%C2%B2_%C3%A0_Mohammedia_57711440.htm,15288.46,,Mid floor,Upper mid-range,Large,Mohammedia | Quartier Du Parc,1,1,1,1,1,0,0,0
Appartement à vendre 74 m² à Casablanca,780000.0,Casablanca,Sidi Maarouf,74.0,2.0,2.0,2.0,,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Casablanca_57677252.htm,10540.54,,Low floor,Mid-range,Medium,Casablanca | Sidi Maarouf,1,1,1,1,1,0,0,0
Appartement 109 m² à Salé en cours de construction,1320000.0,Salé,Sala El Jadida,109.0,3.0,2.0,1.0,,https://www.avito.ma/fr/sala_el_jadida/appartements/Appartement_109_m%C2%B2_%C3%A0_Sal%C3%A9_en_cours_de_construction_57366961.htm,12110.09,,Low floor,Upper mid-range,Large,Salé | Sala El Jadida,1,1,1,1,1,0,0,0
Appartement traversant avec vue mer–Dernier étage,2300000.0,Casablanca,Anfa,121.0,2.0,1.0,5.0,,https://www.avito.ma/fr/anfa/appartements/Appartement_traversant_avec_vue_mer_Dernier_%C3%A9tage_57401272.htm,19008.26,,Mid floor,Premium,Large,Casablanca | Anfa,1,1,1,1,1,0,0,0
Appartement à vendre 136 m² à Casablanca,2500000.0,Casablanca,Val Fleuri,136.0,3.0,2.0,4.0,,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_136_m%C2%B2_%C3%A0_Casablanca_57734809.htm,18382.35,,Mid floor,Premium,Large,Casablanca | Val Fleuri,1,1,1,1,1,0,0,0
À VENDRE APPARTEMENT SALON 3 CHAMBRES 70m2,735000.0,Casablanca,Autre Secteur,70.0,3.0,2.0,1.0,,https://www.avito.ma/fr/autre_secteur/appartements/%C3%80_VENDRE_APPARTEMENT_SALON_3_CHAMBRES_70m2_57279776.htm,10500.0,,Low floor,Mid-range,Medium,Casablanca | Autre Secteur,1,1,1,1,1,0,0,0
Excellents appartements à vendre,900000.0,Témara,Autre Secteur,120.0,4.0,2.0,3.0,,https://www.avito.ma/fr/autre_secteur/appartements/Excellents_appartements_%C3%A0_vendre_56831884.htm,7500.0,,Mid floor,Mid-range,Large,Témara | Autre Secteur,1,1,1,1,1,0,0,0
Appartement Excellente finition Très ensoleillé,600000.0,Salé,Toute la ville,79.0,2.0,1.0,0.0,,https://www.avito.ma/fr/sal%C3%A9/appartements/Appartement_Excellente_finition_Tr%C3%A8s_ensoleill%C3%A9_57749360.htm,7594.94,,Ground floor,Mid-range,Medium,Salé | Toute la ville,1,1,1,1,1,0,1,0
Studio à vendre à côté de la clinique Cheikh Khalifa,850000.0,Casablanca,Oulfa,43.0,1.0,1.0,2.0,,https://www.avito.ma/fr/oulfa/appartements/Studio_%C3%A0_vendre_%C3%A0_c%C3%B4t%C3%A9_de_la_clinique_Cheikh_Khalifa_57843210.htm,19767.44,,Low floor,Mid-range,Small,Casablanca | Oulfa,1,1,1,1,1,0,0,0
RACINE Superbe Appartement Rénové à Vendre 265m²,4850000.0,Casablanca,Racine,265.0,4.0,3.0,5.0,,https://www.avito.ma/fr/racine/appartements/RACINE_Superbe_Appartement_R%C3%A9nov%C3%A9_%C3%A0_Vendre_265m%C2%B2_57696349.htm,18301.89,,Mid floor,Premium,Very large,Casablanca | Racine,1,1,1,1,1,0,0,0
Studio meublé à vendre vue piscine,700000.0,Mohammedia,Mimosas,,1.0,1.0,2.0,,https://www.avito.ma/fr/mimosas/appartements/Studio_meubl%C3%A9_%C3%A0_vendre_vue_piscine_57272115.htm,,,Low floor,Mid-range,Unknown,Mohammedia | Mimosas,1,0,1,1,1,0,0,0
Neuf Appartement à vendre 63 m² à Agadir,780000.0,Agadir,Hay Mohammadi,63.0,2.0,1.0,3.0,,https://www.avito.ma/fr/hay_mohammadi/appartements/Neuf_Appartement_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Agadir_57604791.htm,12380.95,,Mid floor,Mid-range,Medium,Agadir | Hay Mohammadi,1,1,1,1,1,0,0,0
Appart 114m2 de 3 ch salon à Rouidate,970000.0,Marrakech,Rouidat,114.0,3.0,1.0,4.0,,https://www.avito.ma/fr/rouidat/appartements/Appart_114m2_de_3_ch_salon_%C3%A0_Rouidate_57312726.htm,8508.77,,Mid floor,Mid-range,Large,Marrakech | Rouidat,1,1,1,1,1,0,0,0
Appartement 2 ch à vendre vue sur mer,2900000.0,Tanger,Malabata,82.0,2.0,1.0,13.0,,https://www.avito.ma/fr/malabata/appartements/Appartement_2_ch_%C3%A0_vendre_vue_sur_mer_57080322.htm,35365.85,,High floor,Premium,Medium,Tanger | Malabata,1,1,1,1,1,0,0,0
Appart 93 m² à Salé en cours de construction,1095000.0,Salé,Sala El Jadida,93.0,3.0,2.0,0.0,,https://www.avito.ma/fr/sala_el_jadida/appartements/Appart_93_m%C2%B2_%C3%A0_Sal%C3%A9_en_cours_de_construction_57366771.htm,11774.19,,Ground floor,Upper mid-range,Medium,Salé | Sala El Jadida,1,1,1,1,1,0,1,0
Appart 97 m² à Salé en cours de construction,1165000.0,Salé,Sala El Jadida,97.0,2.0,2.0,2.0,,https://www.avito.ma/fr/sala_el_jadida/appartements/Appart_97_m%C2%B2_%C3%A0_Sal%C3%A9_en_cours_de_construction_57366786.htm,12010.31,,Low floor,Upper mid-range,Medium,Salé | Sala El Jadida,1,1,1,1,1,0,0,0
Duplex à vendre 124 m² à Targa 11000 dhs m2,1364000.0,Marrakech,Targa,124.0,4.0,2.0,0.0,,https://www.avito.ma/fr/targa/appartements/Duplex_%C3%A0_vendre_124_m%C2%B2_%C3%A0_Targa_11000_dhs_m2_57831838.htm,11000.0,,Ground floor,Upper mid-range,Large,Marrakech | Targa,1,1,1,1,1,0,1,0
Appartement à vendre 118m² La Perle du Sahara Dakhla,885000.0,Dakhla,Toute la ville,118.0,4.0,1.0,1.0,,https://www.avito.ma/fr/dakhla/appartements/Appartement_%C3%A0_vendre_118m%C2%B2_La_Perle_du_Sahara_Dakhla_57556568.htm,7500.0,,Low floor,Mid-range,Large,Dakhla | Toute la ville,1,1,1,1,1,0,0,0
Appartement avec terrasse😍 à vendre à Hay Azdehar,860000.0,Marrakech,Hay Izdihar,69.0,2.0,1.0,4.0,,https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_avec_terrasse___%C3%A0_vendre_%C3%A0_Hay_Azdehar_57574042.htm,12463.77,,Mid floor,Mid-range,Medium,Marrakech | Hay Izdihar,1,1,1,1,1,0,0,0
A vendre un bel appartement avec terrasse,2480000.0,Casablanca,Palmier,140.0,3.0,2.0,4.0,,https://www.avito.ma/fr/palmier/appartements/A_vendre_un_bel_appartement_avec_terrasse_57373926.htm,17714.29,,Mid floor,Premium,Large,Casablanca | Palmier,1,1,1,1,1,0,0,0
Joli duplex 1 chambre meublé Neuf à vendre,1350000.0,Marrakech,Route De Casablanca,,1.0,1.0,1.0,,https://www.avito.ma/fr/route_de_casablanca/appartements/Joli_duplex_1_chambre_meubl%C3%A9_Neuf_%C3%A0_vendre_56213151.htm,,,Low floor,Upper mid-range,Unknown,Marrakech | Route De Casablanca,1,0,1,1,1,0,0,0
Appartement vue piscine,1200000.0,Dar Bouazza,Toute la ville,,3.0,2.0,1.0,,https://www.avito.ma/fr/dar_bouazza/appartements/Appartement_vue_piscine_57663713.htm,,,Low floor,Upper mid-range,Unknown,Dar Bouazza | Toute la ville,1,0,1,1,1,0,0,0
😍 Appartement rénové avec belle vue,390000.0,Marrakech,Azzouzia,59.0,2.0,1.0,2.0,,https://www.avito.ma/fr/azzouzia/appartements/___Appartement_r%C3%A9nov%C3%A9_avec_belle_vue_57797690.htm,6610.17,,Low floor,Budget,Medium,Marrakech | Azzouzia,1,1,1,1,1,0,0,0
A vendre un joli appartement de 3 chambres,2450000.0,Casablanca,Racine,132.0,3.0,3.0,2.0,,https://www.avito.ma/fr/racine/appartements/A_vendre_un_joli_appartement_de_3_chambres_57415416.htm,18560.61,,Low floor,Premium,Large,Casablanca | Racine,1,1,1,1,1,0,0,0
Appartement à vendre au parc mohammedia,2499999.0,Mohammedia,Centre Ville,,3.0,2.0,5.0,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_au_parc_mohammedia_57079350.htm,,,Mid floor,Premium,Unknown,Mohammedia | Centre Ville,1,0,1,1,1,0,0,0
Apt Neuf 3 Chambres 1Salon roudani Maarif,1400000.0,Casablanca,Maârif,70.0,3.0,1.0,4.0,,https://www.avito.ma/fr/maarif/appartements/Apt_Neuf_3_Chambres_1Salon_roudani_Maarif_57343247.htm,20000.0,,Mid floor,Upper mid-range,Medium,Casablanca | Maârif,1,1,1,1,1,0,0,0
Magnifique studio à vendre palmier,1200000.0,Casablanca,Palmier,,1.0,1.0,0.0,,https://www.avito.ma/fr/palmier/appartements/Magnifique_studio_%C3%A0_vendre_palmier_56489196.htm,,,Ground floor,Upper mid-range,Unknown,Casablanca | Palmier,1,0,1,1,1,0,1,0
TRIANGLE D’OR BEL APPT A VENDRE AVEC TERRASSE,3750000.0,Casablanca,Triangle D'Or,267.0,3.0,2.0,1.0,,https://www.avito.ma/fr/triangle_d_or/appartements/TRIANGLE_D_OR_BEL_APPT_A_VENDRE_AVEC_TERRASSE_55809049.htm,14044.94,,Low floor,Premium,Very large,Casablanca | Triangle D'Or,1,1,1,1,1,0,0,0
Appartement à vendre 98 m² à Marrakech,1500000.0,Marrakech,Guéliz,98.0,2.0,2.0,2.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_98_m%C2%B2_%C3%A0_Marrakech_57736559.htm,15306.12,,Low floor,Upper mid-range,Medium,Marrakech | Guéliz,1,1,1,1,1,0,0,0
Duplex RDC 47 m² en vente - piscine Rooftop,1708000.0,Marrakech,Av Abdelkrim El Khattabi,47.0,1.0,2.0,0.0,,https://www.avito.ma/fr/av_abdelkrim_el_khattabi/appartements/Duplex_RDC_47_m%C2%B2_en_vente___piscine_Rooftop_57606328.htm,36340.43,,Ground floor,Upper mid-range,Small,Marrakech | Av Abdelkrim El Khattabi,1,1,1,1,1,0,1,0
Appartement à vendre 149 m² à Casablanca,850000.0,Casablanca,Belvédère,149.0,3.0,2.0,4.0,,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_149_m%C2%B2_%C3%A0_Casablanca_57832871.htm,5704.7,,Mid floor,Mid-range,Large,Casablanca | Belvédère,1,1,1,1,1,0,0,0
Appart. 3 façades 78 m2 sidi Maarof à côté Worod,780000.0,Casablanca,Sidi Maarouf,,3.0,1.0,2.0,,https://www.avito.ma/fr/sidi_maarouf/appartements/Appart__3_fa%C3%A7ades_78_m2_sidi_Maarof_%C3%A0_c%C3%B4t%C3%A9_Worod_56306214.htm,,,Low floor,Mid-range,Unknown,Casablanca | Sidi Maarouf,1,0,1,1,1,0,0,0
Appartement en vente 65m² à Gueliz-Piscine Rooftop,1498000.0,Marrakech,Guéliz,65.0,1.0,1.0,4.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_en_vente_65m%C2%B2_%C3%A0_Gueliz_Piscine_Rooftop_57658705.htm,23046.15,,Mid floor,Upper mid-range,Medium,Marrakech | Guéliz,1,1,1,1,1,0,0,0
Duplex à vendre avec piscine proche Guéliz,1050000.0,Marrakech,Mabrouka,95.0,3.0,2.0,0.0,,https://www.avito.ma/fr/mabrouka/appartements/Duplex_%C3%A0_vendre_avec_piscine_proche_Gu%C3%A9liz_57727756.htm,11052.63,,Ground floor,Upper mid-range,Medium,Marrakech | Mabrouka,1,1,1,1,1,0,1,0
Habit immobilier met en vente un joli studio,1180000.0,Casablanca,Bourgogne,60.0,1.0,1.0,3.0,,https://www.avito.ma/fr/bourgogne/appartements/Habit_immobilier_met_en_vente_un_joli_studio_57406412.htm,19666.67,,Mid floor,Upper mid-range,Medium,Casablanca | Bourgogne,1,1,1,1,1,0,0,0
Appartement 66 m² à Hay Nakhil Oujda,690000.0,Oujda,Autre Secteur,66.0,3.0,1.0,2.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_66_m%C2%B2_%C3%A0_Hay_Nakhil_Oujda_55904368.htm,10454.55,,Low floor,Mid-range,Medium,Oujda | Autre Secteur,1,1,1,1,1,0,0,0
A VENDRE APPARTEMENTS NEUFS AVEC TITRES FONCIERS,575000.0,Kénitra,Bir Rami,90.0,3.0,1.0,1.0,,https://www.avito.ma/fr/bir_rami/appartements/A_VENDRE_APPARTEMENTS_NEUFS_AVEC_TITRES_FONCIERS_57372793.htm,6388.89,,Low floor,Mid-range,Medium,Kénitra | Bir Rami,1,1,1,1,1,0,0,0
Appartement à vendre 162 m² à Rabat,4700000.0,Rabat,Hay Riad,162.0,3.0,3.0,4.0,,https://www.avito.ma/fr/hay_riad/appartements/Appartement_%C3%A0_vendre_162_m%C2%B2_%C3%A0_Rabat_57843137.htm,29012.35,,Mid floor,Premium,Very large,Rabat | Hay Riad,1,1,1,1,1,0,0,0
Studio Avec Terrasse À Vendre Sur La Rte De Casa,1200000.0,Marrakech,Route De Casablanca,,1.0,1.0,5.0,,https://www.avito.ma/fr/route_de_casablanca/appartements/Studio_Avec_Terrasse_%C3%80_Vendre_Sur_La_Rte_De_Casa_57156329.htm,,,Mid floor,Upper mid-range,Unknown,Marrakech | Route De Casablanca,1,0,1,1,1,0,0,0
Studio neuf 41 m2 à vendre Roche Noires,640000.0,Casablanca,Roches Noires,41.0,1.0,1.0,2.0,,https://www.avito.ma/fr/roches_noires/appartements/Studio_neuf_41_m2_%C3%A0_vendre_Roche_Noires_55587139.htm,15609.76,,Low floor,Mid-range,Small,Casablanca | Roches Noires,1,1,1,1,1,0,0,0
Nouveau Projet Au Centre Avec Piscine,710000.0,Marrakech,Route De Casablanca,,1.0,1.0,1.0,,https://www.avito.ma/fr/route_de_casablanca/appartements/Nouveau_Projet_Au_Centre_Avec_Piscine_55850957.htm,,,Low floor,Mid-range,Unknown,Marrakech | Route De Casablanca,1,0,1,1,1,0,0,0
Appartement à vendre 37 m² à Wifak Temara,480000.0,Témara,Wifak,37.0,1.0,1.0,0.0,,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_37_m%C2%B2_%C3%A0_Wifak_Temara_57841684.htm,12972.97,,Ground floor,Budget,Small,Témara | Wifak,1,1,1,1,1,0,1,0
Appartement vue sur la gare routière sans intermédiaire,550000.0,Tanger,Autre Secteur,67.0,2.0,1.0,4.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_vue_sur_la_gare_routi%C3%A8re_sans_interm%C3%A9diaire_56169439.htm,8208.96,,Mid floor,Mid-range,Medium,Tanger | Autre Secteur,1,1,1,1,1,0,0,0
Magnifique penthouse à vendre ou à louer à Wifac,3150000.0,Témara,Wifak,230.0,4.0,2.0,3.0,,https://www.avito.ma/fr/wifak/appartements/Magnifique_penthouse_%C3%A0_vendre_ou_%C3%A0_louer_%C3%A0_Wifac_57321110.htm,13695.65,,Mid floor,Premium,Very large,Témara | Wifak,1,1,1,1,1,0,0,0
MAÂRIF JOLI APPARTEMENT 109 m² À VENDRE,1050000.0,Casablanca,Maârif,109.0,2.0,2.0,2.0,,https://www.avito.ma/fr/maarif/appartements/MA%C3%82RIF_JOLI_APPARTEMENT_109_m%C2%B2_%C3%80_VENDRE_57654876.htm,9633.03,,Low floor,Upper mid-range,Large,Casablanca | Maârif,1,1,1,1,1,0,0,0
Appartement à vendre 75 m² à Casablanca,650000.0,Casablanca,Aïn Sebaâ,75.0,2.0,1.0,2.0,,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Casablanca_57634469.htm,8666.67,,Low floor,Mid-range,Medium,Casablanca | Aïn Sebaâ,1,1,1,1,1,0,0,0
Appart 118 m² Étage 3 Sidi Maarouf,1200000.0,Casablanca,Sidi Maarouf,118.0,3.0,2.0,3.0,,https://www.avito.ma/fr/sidi_maarouf/appartements/Appart_118_m%C2%B2_%C3%89tage_3_Sidi_Maarouf_57742399.htm,10169.49,,Mid floor,Upper mid-range,Large,Casablanca | Sidi Maarouf,1,1,1,1,1,0,0,0
Appartement à vendre 100 m² à Marrakech,1200000.0,Marrakech,Semlalia,100.0,3.0,2.0,3.0,,https://www.avito.ma/fr/semlalia/appartements/Appartement_%C3%A0_vendre_100_m%C2%B2_%C3%A0_Marrakech_57604838.htm,12000.0,,Mid floor,Upper mid-range,Large,Marrakech | Semlalia,1,1,1,1,1,0,0,0
Appartement à vendre 48m² à Gueliz - Piscine Rooftop,1077000.0,Marrakech,Guéliz,49.0,1.0,1.0,1.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_48m%C2%B2_%C3%A0_Gueliz___Piscine_Rooftop_57658624.htm,21979.59,,Low floor,Upper mid-range,Small,Marrakech | Guéliz,1,1,1,1,1,0,0,0
Appartement à vendre près du complexe Hassani,9500000.0,Tanger,Tanja Balia,,2.0,1.0,3.0,,https://www.avito.ma/fr/tanja_balia/appartements/Appartement_%C3%A0_vendre_pr%C3%A8s_du_complexe_Hassani_57805699.htm,,,Mid floor,Premium,Unknown,Tanger | Tanja Balia,1,0,1,1,1,0,0,0
Appartement de luxe,900000.0,Tétouan,Autre Secteur,,2.0,1.0,1.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_de_luxe_57796454.htm,,,Low floor,Mid-range,Unknown,Tétouan | Autre Secteur,1,0,1,1,1,0,0,0
Vente appartement à samlalia,9300000.0,Marrakech,Semlalia,,2.0,1.0,5.0,,https://www.avito.ma/fr/semlalia/appartements/Vente_appartement_%C3%A0_samlalia_56822535.htm,,,Mid floor,Premium,Unknown,Marrakech | Semlalia,1,0,1,1,1,0,0,0
Appartement à vendre sur la route de Safi près de MacDo,740000.0,Marrakech,Route De Safi,,2.0,1.0,2.0,,https://www.avito.ma/fr/route_de_safi/appartements/Appartement_%C3%A0_vendre_sur_la_route_de_Safi_pr%C3%A8s_de_MacDo_57742205.htm,,,Low floor,Mid-range,Unknown,Marrakech | Route De Safi,1,0,1,1,1,0,0,0
Meilleur invest Studio Neuf 62M Tram Busway Ghandi,880000.0,Casablanca,Casablanca Finance City,62.0,1.0,1.0,2.0,,https://www.avito.ma/fr/casablanca_finance_city/appartements/Meilleur_invest_Studio_Neuf_62M_Tram_Busway_Ghandi_57189382.htm,14193.55,,Low floor,Mid-range,Medium,Casablanca | Casablanca Finance City,1,1,1,1,1,0,0,0
