title,price,city,district,surface_m2,rooms,bathrooms,floor,construction_year,listing_url,price_per_m2,property_age,floor_group,price_segment,surface_segment,city_district,has_price,has_surface,has_rooms,has_bathrooms,has_floor,has_construction_year,is_ground_floor,is_basement
Appartement à vendre 75 m² à Kénitra,390000.0,Kénitra,Bir Rami,75.0,2.0,2.0,2.0,,https://www.avito.ma/fr/bir_rami/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_K%C3%A9nitra_57694379.htm,5200.0,,Low floor,Budget,Medium,Kénitra | Bir Rami,1,1,1,1,1,0,0,0
Appartement de 100 m² à Kénitra le vallon,850000.0,Kénitra,Autre Secteur,100.0,3.0,2.0,1.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_de_100_m%C2%B2_%C3%A0_K%C3%A9nitra_le_vallon_57259093.htm,8500.0,,Low floor,Mid-range,Large,Kénitra | Autre Secteur,1,1,1,1,1,0,0,0
appartement quartier oulfa,1300000.0,Casablanca,Oulfa,144.0,2.0,1.0,2.0,,https://www.avito.ma/fr/oulfa/appartements/appartement_quartier_oulfa_57522572.htm,9027.78,,Low floor,Upper mid-range,Large,Casablanca | Oulfa,1,1,1,1,1,0,0,0
Studio 43m Haut de Gamme Proche Tram,1000000.0,Casablanca,2 Mars,43.0,1.0,1.0,2.0,,https://www.avito.ma/fr/2_mars/appartements/Studio_43m_Haut_de_Gamme_Proche_Tram_57721374.htm,23255.81,,Low floor,Upper mid-range,Small,Casablanca | 2 Mars,1,1,1,1,1,0,0,0
Appartement neuf et moderne sur la corniche,1700000.0,Tanger,Malabata,100.0,2.0,2.0,1.0,,https://www.avito.ma/fr/malabata/appartements/Appartement_neuf_et_moderne_sur_la_corniche_57703995.htm,17000.0,,Low floor,Upper mid-range,Large,Tanger | Malabata,1,1,1,1,1,0,0,0
Appartement Neuf À Vendre En Plein Cœur De Guéliz,1200000.0,Marrakech,Guéliz,,1.0,1.0,1.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_Neuf_%C3%80_Vendre_En_Plein_C_ur_De_Gu%C3%A9liz_57237204.htm,,,Low floor,Upper mid-range,Unknown,Marrakech | Guéliz,1,0,1,1,1,0,0,0
"Appartement à vendre près de la mer, Marina Agadir",2100000.0,Agadir,Agadir Oufella,,2.0,2.0,1.0,,https://www.avito.ma/fr/agadir_oufella/appartements/Appartement_%C3%A0_vendre_pr%C3%A8s_de_la_mer__Marina_Agadir_57641567.htm,,,Low floor,Premium,Unknown,Agadir | Agadir Oufella,1,0,1,1,1,0,0,0
Appartement à vendre 92 m² Espace dubai à Inzegan,1012000.0,Inzegan,Toute la ville,92.0,3.0,1.0,3.0,,https://www.avito.ma/fr/inzegan/appartements/Appartement_%C3%A0_vendre_92_m%C2%B2_Espace_dubai_%C3%A0_Inzegan_56449562.htm,11000.0,,Mid floor,Upper mid-range,Medium,Inzegan | Toute la ville,1,1,1,1,1,0,0,0
Bel Appartement à vendre de 90 m² à Tanja Balia,1260000.0,Tanger,Tanja Balia,90.0,2.0,2.0,2.0,,https://www.avito.ma/fr/tanja_balia/appartements/Bel_Appartement_%C3%A0_vendre_de_90_m%C2%B2_%C3%A0_Tanja_Balia_55775583.htm,14000.0,,Low floor,Upper mid-range,Medium,Tanger | Tanja Balia,1,1,1,1,1,0,0,0
Appartement à vendre de 120 m² à Tanja Balia,1680000.0,Tanger,Tanja Balia,120.0,3.0,2.0,1.0,,https://www.avito.ma/fr/tanja_balia/appartements/Appartement_%C3%A0_vendre_de_120_m%C2%B2_%C3%A0_Tanja_Balia_55801320.htm,14000.0,,Low floor,Upper mid-range,Large,Tanger | Tanja Balia,1,1,1,1,1,0,0,0
Appartement à vendre 145 m² à la marina casablanca,3900000.0,Tanger,Autre Secteur,155.0,2.0,3.0,4.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_145_m%C2%B2_%C3%A0_la_marina_casablanca_56472283.htm,25161.29,,Mid floor,Premium,Very large,Tanger | Autre Secteur,1,1,1,1,1,0,0,0
Studio Rt Casablanca – Projet Hermes 25,760000.0,Marrakech,Route De Casablanca,,1.0,1.0,2.0,,https://www.avito.ma/fr/route_de_casablanca/appartements/Studio_Rt_Casablanca___Projet_Hermes_25_57224150.htm,,,Low floor,Mid-range,Unknown,Marrakech | Route De Casablanca,1,0,1,1,1,0,0,0
Appartement à vendre à Temara Oulad Mtaa,850000.0,Témara,Riad Oulad Mtaa,,2.0,2.0,4.0,,https://www.avito.ma/fr/riad_oulad_mtaa/appartements/Appartement_%C3%A0_vendre_%C3%A0_Temara_Oulad_Mtaa_57489000.htm,,,Mid floor,Mid-range,Unknown,Témara | Riad Oulad Mtaa,1,0,1,1,1,0,0,0
Appartement vue sur mer à vendre à Asilah,1800000.0,Aquouass Briech,Toute la ville,133.0,3.0,2.0,2.0,,https://www.avito.ma/fr/aquouass_briech/appartements/Appartement_vue_sur_mer_%C3%A0_vendre_%C3%A0_Asilah_57843711.htm,13533.83,,Low floor,Upper mid-range,Large,Aquouass Briech | Toute la ville,1,1,1,1,1,0,0,0
Appartement à vendre 115 m² à Temara,1690000.0,Témara,Oued Eddahab,115.0,3.0,1.0,1.0,,https://www.avito.ma/fr/oued_eddahab/appartements/Appartement_%C3%A0_vendre_115_m%C2%B2_%C3%A0_Temara_57774592.htm,14695.65,,Low floor,Upper mid-range,Large,Témara | Oued Eddahab,1,1,1,1,1,0,0,0
Appartement à vendre 70 m² - Hay Chrifa,900000.0,Casablanca,Hay Chrifa,70.0,2.0,1.0,2.0,,https://www.avito.ma/fr/hay_chrifa/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2___Hay_Chrifa_57736287.htm,12857.14,,Low floor,Mid-range,Medium,Casablanca | Hay Chrifa,1,1,1,1,1,0,0,0
Appartement à vendre 80 m² à Kénitra,550000.0,Kénitra,Seyad,80.0,2.0,2.0,2.0,,https://www.avito.ma/fr/seyad/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_K%C3%A9nitra_57737998.htm,6875.0,,Low floor,Mid-range,Medium,Kénitra | Seyad,1,1,1,1,1,0,0,0
Duplex familial - 269 m² - Ville verte,4000000.0,Bouskoura,Ville Verte,184.0,3.0,3.0,,,https://www.avito.ma/fr/ville_verte/appartements/Duplex_familial___269_m%C2%B2___Ville_verte_57176187.htm,21739.13,,Unknown,Premium,Very large,Bouskoura | Ville Verte,1,1,1,1,0,0,0,0
Appartement à vendre 60 m² à Casablanca,380000.0,Casablanca,Autre Secteur,60.0,2.0,1.0,3.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca_57843696.htm,6333.33,,Mid floor,Budget,Medium,Casablanca | Autre Secteur,1,1,1,1,1,0,0,0
Appartement d’Exception au Dernier Étage,4500000.0,Casablanca,Racine,236.0,4.0,2.0,5.0,,https://www.avito.ma/fr/racine/appartements/Appartement_d_Exception_au_Dernier_%C3%89tage_56688438.htm,19067.8,,Mid floor,Premium,Very large,Casablanca | Racine,1,1,1,1,1,0,0,0
Appartement à vendre 90 m² à Kénitra alliance,640000.0,Kénitra,Alliance,90.0,2.0,2.0,1.0,,https://www.avito.ma/fr/alliance/appartements/Appartement_%C3%A0_vendre_90_m%C2%B2_%C3%A0_K%C3%A9nitra_alliance_57675448.htm,7111.11,,Low floor,Mid-range,Medium,Kénitra | Alliance,1,1,1,1,1,0,0,0
Studio haut standing meublé à vendre – Mehdia,760000.0,Kénitra,Autre Secteur,56.0,1.0,1.0,2.0,,https://www.avito.ma/fr/autre_secteur/appartements/Studio_haut_standing_meubl%C3%A9_%C3%A0_vendre___Mehdia_57320245.htm,13571.43,,Low floor,Mid-range,Medium,Kénitra | Autre Secteur,1,1,1,1,1,0,0,0
Appartement à vendre 64 m² à El Jadida,480000.0,El Jadida,Jawhara,64.0,2.0,1.0,3.0,,https://www.avito.ma/fr/jawhara/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_El_Jadida_57843678.htm,7500.0,,Mid floor,Budget,Medium,El Jadida | Jawhara,1,1,1,1,1,0,0,0
Appartement de 50m² à Vendre à Tanger,380000.0,Tanger,Aouama Gharbia,50.0,2.0,1.0,1.0,,https://www.avito.ma/fr/aouama_gharbia/appartements/Appartement_de_50m%C2%B2_%C3%A0_Vendre_%C3%A0_Tanger_53397026.htm,7600.0,,Low floor,Budget,Medium,Tanger | Aouama Gharbia,1,1,1,1,1,0,0,0
🏡 Appartement à vendre à Abwab Marrakech,420000.0,Marrakech,Mabrouka,,2.0,1.0,0.0,,https://www.avito.ma/fr/mabrouka/appartements/___Appartement_%C3%A0_vendre_%C3%A0_Abwab_Marrakech_57711420.htm,,,Ground floor,Budget,Unknown,Marrakech | Mabrouka,1,0,1,1,1,0,1,0
A vendre un appart Duplex meublé avec terrasses,4300000.0,Casablanca,Racine,234.0,3.0,3.0,5.0,,https://www.avito.ma/fr/racine/appartements/A_vendre_un_appart_Duplex_meubl%C3%A9_avec_terrasses_56380562.htm,18376.07,,Mid floor,Premium,Very large,Casablanca | Racine,1,1,1,1,1,0,0,0
Appartement à vendre 70 m² à Tanger,1200000.0,Tanger,Hay Hassani,70.0,2.0,1.0,7.0,,https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Tanger_57778111.htm,17142.86,,High floor,Upper mid-range,Medium,Tanger | Hay Hassani,1,1,1,1,1,0,0,0
Beau Studio Meublé À Vendre À Victor Hugo,780000.0,Marrakech,Victor Hugo,,1.0,1.0,3.0,,https://www.avito.ma/fr/victor_hugo/appartements/Beau_Studio_Meubl%C3%A9_%C3%80_Vendre_%C3%80_Victor_Hugo_57713708.htm,,,Mid floor,Mid-range,Unknown,Marrakech | Victor Hugo,1,0,1,1,1,0,0,0
Appartement à vendre à Berrechid,640000.0,Berrechid,Toute la ville,120.0,2.0,2.0,1.0,,https://www.avito.ma/fr/berrechid/appartements/Appartement_%C3%A0_vendre_%C3%A0_Berrechid_57560654.htm,5333.33,,Low floor,Mid-range,Large,Berrechid | Toute la ville,1,1,1,1,1,0,0,0
CMN-AC-1971 - Appartement à vendre à Sidi Maarouf,770000.0,Casablanca,Sidi Maarouf,72.0,2.0,1.0,4.0,1971.0,https://www.avito.ma/fr/sidi_maarouf/appartements/CMN_AC_1971___Appartement_%C3%A0_vendre_%C3%A0_Sidi_Maarouf_57245006.htm,10694.44,55.0,Mid floor,Mid-range,Medium,Casablanca | Sidi Maarouf,1,1,1,1,1,1,0,0
Appartement à vendre,1550000.0,Casablanca,Oulfa,150.0,3.0,1.0,1.0,,https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_57843663.htm,10333.33,,Low floor,Upper mid-range,Very large,Casablanca | Oulfa,1,1,1,1,1,0,0,0
Appartement à vendre 89 m² à Marrakech,1900000.0,Marrakech,Guéliz,89.0,2.0,2.0,1.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Appartement_%C3%A0_vendre_89_m%C2%B2_%C3%A0_Marrakech_57679731.htm,21348.31,,Low floor,Upper mid-range,Medium,Marrakech | Guéliz,1,1,1,1,1,0,0,0
Rare Opportunité. Splendide Duplex à Maarif Extension,1520000.0,Casablanca,Maârif Extension,,3.0,2.0,4.0,,https://www.avito.ma/fr/ma%C3%A2rif_extension/appartements/Rare_Opportunit%C3%A9__Splendide_Duplex_%C3%A0_Maarif_Extension_57765413.htm,,,Mid floor,Upper mid-range,Unknown,Casablanca | Maârif Extension,1,0,1,1,1,0,0,0
Appartement à vendre 76 m² à Sidi Rahal,610000.0,Sidi Rahal,Toute la ville,76.0,3.0,2.0,2.0,,https://www.avito.ma/fr/sidi_rahal/appartements/Appartement_%C3%A0_vendre_76_m%C2%B2_%C3%A0_Sidi_Rahal_57775612.htm,8026.32,,Low floor,Mid-range,Medium,Sidi Rahal | Toute la ville,1,1,1,1,1,0,0,0
Appartement à vendre 116 m² à Martil,750000.0,Martil,Toute la ville,116.0,2.0,2.0,1.0,,https://www.avito.ma/fr/martil/appartements/Appartement_%C3%A0_vendre_116_m%C2%B2_%C3%A0_Martil_56786562.htm,6465.52,,Low floor,Mid-range,Large,Martil | Toute la ville,1,1,1,1,1,0,0,0
Appartement à vendre 120 m² à Mosquée houda,1170000.0,Témara,Hoda,120.0,3.0,2.0,2.0,,https://www.avito.ma/fr/hoda/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Mosqu%C3%A9e_houda_57839257.htm,9750.0,,Low floor,Upper mid-range,Large,Témara | Hoda,1,1,1,1,1,0,0,0
Appartement à vendre 85 m² Salé-Tabriquet,1100000.0,Salé,Tabriquet,85.0,2.0,2.0,2.0,,https://www.avito.ma/fr/tabriquet/appartements/Appartement_%C3%A0_vendre_85_m%C2%B2_Sal%C3%A9_Tabriquet_57207938.htm,12941.18,,Low floor,Upper mid-range,Medium,Salé | Tabriquet,1,1,1,1,1,0,0,0
Appartement à vendre 144 m² à 2 Mars Casablanca,1650000.0,Casablanca,2 Mars,144.0,2.0,2.0,2.0,,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_144_m%C2%B2_%C3%A0_2_Mars_Casablanca_57742925.htm,11458.33,,Low floor,Upper mid-range,Large,Casablanca | 2 Mars,1,1,1,1,1,0,0,0
Appartement à vendre Agdal - Rabat,3078000.0,Témara,Wifak,170.0,4.0,2.0,2.0,,https://www.avito.ma/fr/wifak/appartements/Appartement_%C3%A0_vendre_Agdal___Rabat_57843643.htm,18105.88,,Low floor,Premium,Very large,Témara | Wifak,1,1,1,1,1,0,0,0
CMN-MA-2404 - Appartement à vendre à Les princesses,2400000.0,Casablanca,Les Princesses,121.0,3.0,2.0,4.0,,https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_2404___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_57234386.htm,19834.71,,Mid floor,Premium,Large,Casablanca | Les Princesses,1,1,1,1,1,0,0,0
Appartement à vendre 60 m² à Casablanca,740000.0,Casablanca,Aïn Chock,60.0,2.0,1.0,3.0,,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca_57516006.htm,12333.33,,Mid floor,Mid-range,Medium,Casablanca | Aïn Chock,1,1,1,1,1,0,0,0
Appartement de 120m² à côté jardins Majorelle,2100000.0,Marrakech,Majorelle,120.0,2.0,2.0,1.0,,https://www.avito.ma/fr/majorelle/appartements/Appartement_de_120m%C2%B2_%C3%A0_c%C3%B4t%C3%A9_jardins_Majorelle_57843620.htm,17500.0,,Low floor,Premium,Large,Marrakech | Majorelle,1,1,1,1,1,0,0,0
Appartement à vendre 84/92/94m² à Salé Al Jadida,1092000.0,Salé,Sala El Jadida,84.0,3.0,2.0,2.0,,https://www.avito.ma/fr/sala_el_jadida/appartements/Appartement_%C3%A0_vendre_84_92_94m%C2%B2_%C3%A0_Sal%C3%A9_Al_Jadida_57535043.htm,13000.0,,Low floor,Upper mid-range,Medium,Salé | Sala El Jadida,1,1,1,1,1,0,0,0
"Appartement à vendre devant la nouvelle gare routière, sans intermédiaire",495000.0,Tanger,Autre Secteur,60.0,2.0,1.0,0.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_devant_la_nouvelle_gare_routi%C3%A8re__sans_interm%C3%A9diaire_57308329.htm,8250.0,,Ground floor,Budget,Medium,Tanger | Autre Secteur,1,1,1,1,1,0,1,0
Studio neuf à vendre 39m² à Palmier,990000.0,Casablanca,Palmier,39.0,1.0,1.0,0.0,,https://www.avito.ma/fr/palmier/appartements/Studio_neuf_%C3%A0_vendre_39m%C2%B2_%C3%A0_Palmier_57737628.htm,25384.62,,Ground floor,Mid-range,Small,Casablanca | Palmier,1,1,1,1,1,0,1,0
Appartement à vendre 63 m² à Al Fadle,820000.0,Marrakech,Hay Izdihar,63.0,1.0,1.0,4.0,,https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_%C3%A0_vendre_63_m%C2%B2_%C3%A0_Al_Fadle_57843601.htm,13015.87,,Mid floor,Mid-range,Medium,Marrakech | Hay Izdihar,1,1,1,1,1,0,0,0
Appartement à vendre de 90 m² à Hay Hassani,850000.0,Tanger,Hay Hassani,90.0,2.0,1.0,1.0,,https://www.avito.ma/fr/hay_hassani/appartements/Appartement_%C3%A0_vendre_de_90_m%C2%B2_%C3%A0_Hay_Hassani_57013189.htm,9444.44,,Low floor,Mid-range,Medium,Tanger | Hay Hassani,1,1,1,1,1,0,0,0
Appartement à vendre 72 m² à SALA AL JADIDA,860000.0,Salé,Sala El Jadida,82.0,3.0,1.0,3.0,,https://www.avito.ma/fr/sala_el_jadida/appartements/Appartement_%C3%A0_vendre_72_m%C2%B2_%C3%A0_SALA_AL_JADIDA_57843594.htm,10487.8,,Mid floor,Mid-range,Medium,Salé | Sala El Jadida,1,1,1,1,1,0,0,0
Appartement à vendre à Rahma,360000.0,Casablanca,Aïn Chock,56.0,2.0,1.0,2.0,,https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_%C3%A0_Rahma_57843576.htm,6428.57,,Low floor,Budget,Medium,Casablanca | Aïn Chock,1,1,1,1,1,0,0,0
Appartement à vendre 80 m² à Ksar el-Kebir,330000.0,Ksar El-Kebir,Toute la ville,80.0,2.0,2.0,4.0,,https://www.avito.ma/fr/ksar_el_kebir/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Ksar_el_Kebir_57828372.htm,4125.0,,Mid floor,Budget,Medium,Ksar El-Kebir | Toute la ville,1,1,1,1,1,0,0,0
Appartement à vendre 114 m² à Casablanca,1350000.0,Casablanca,2 Mars,114.0,2.0,2.0,3.0,,https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_114_m%C2%B2_%C3%A0_Casablanca_57278196.htm,11842.11,,Mid floor,Upper mid-range,Large,Casablanca | 2 Mars,1,1,1,1,1,0,0,0
Appartement à vendre,500000.0,Salé,Hay Chmaou,70.0,2.0,1.0,2.0,,https://www.avito.ma/fr/hay_chmaou/appartements/Appartement_%C3%A0_vendre_57843571.htm,7142.86,,Low floor,Mid-range,Medium,Salé | Hay Chmaou,1,1,1,1,1,0,0,0
CMN-HA-1920 - Appartement à vendre à Oulfa,1092000.0,Casablanca,Oulfa,78.0,2.0,2.0,5.0,1920.0,https://www.avito.ma/fr/oulfa/appartements/CMN_HA_1920___Appartement_%C3%A0_vendre_%C3%A0_Oulfa_57324742.htm,14000.0,106.0,Mid floor,Upper mid-range,Medium,Casablanca | Oulfa,1,1,1,1,1,1,0,0
Appartement Haut Standing de 95 m² à Tanja Balia,1425000.0,Tanger,Tanja Balia,95.0,3.0,2.0,1.0,,https://www.avito.ma/fr/tanja_balia/appartements/Appartement_Haut_Standing_de_95_m%C2%B2_%C3%A0_Tanja_Balia_56603553.htm,15000.0,,Low floor,Upper mid-range,Medium,Tanger | Tanja Balia,1,1,1,1,1,0,0,0
Superbe appartement de 90 m² entièrement rénové,1260000.0,Casablanca,Nassim,90.0,2.0,1.0,1.0,,https://www.avito.ma/fr/nassim/appartements/Superbe_appartement_de_90_m%C2%B2_enti%C3%A8rement_r%C3%A9nov%C3%A9_57645554.htm,14000.0,,Low floor,Upper mid-range,Medium,Casablanca | Nassim,1,1,1,1,1,0,0,0
appartement vue piscine 2 chambres à CASABAY,1250000.0,Sidi Rahal,Toute la ville,87.0,2.0,2.0,0.0,,https://www.avito.ma/fr/sidi_rahal/appartements/appartement_vue_piscine_2_chambres_%C3%A0_CASABAY_57759302.htm,14367.82,,Ground floor,Upper mid-range,Medium,Sidi Rahal | Toute la ville,1,1,1,1,1,0,1,0
"Appartement 140 m² à Sidi Bouzid, bien rénové",480000.0,El Jadida,Autre Secteur,140.0,2.0,2.0,3.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_140_m%C2%B2_%C3%A0_Sidi_Bouzid__bien_r%C3%A9nov%C3%A9_55546850.htm,3428.57,,Mid floor,Budget,Large,El Jadida | Autre Secteur,1,1,1,1,1,0,0,0
Magnifique Studio de 50 m² au cœur de Guéliz,1350000.0,Marrakech,Guéliz,50.0,1.0,1.0,5.0,,https://www.avito.ma/fr/gu%C3%A9liz/appartements/Magnifique_Studio_de_50_m%C2%B2_au_c_ur_de_Gu%C3%A9liz_57634615.htm,27000.0,,Mid floor,Upper mid-range,Medium,Marrakech | Guéliz,1,1,1,1,1,0,0,0
Appartement à vendre 60 m² à Marrakech,1100000.0,Marrakech,Allal El Fassi,110.0,2.0,1.0,1.0,,https://www.avito.ma/fr/allal_el_fassi/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Marrakech_57843530.htm,10000.0,,Low floor,Upper mid-range,Large,Marrakech | Allal El Fassi,1,1,1,1,1,0,0,0
175015-Vente Appt à Bouskoura Bouskoura de 80 m²,900000.0,Bouskoura,,80.0,2.0,2.0,3.0,,https://www.avito.ma/fr/bouskoura/appartements/175015_Vente_Appt_%C3%A0_Bouskoura_Bouskoura_de_80_m%C2%B2_57651971.htm,11250.0,,Mid floor,Mid-range,Medium,Bouskoura | Unknown,1,1,1,1,1,0,0,0
CMN-MA-1139 - Appartement à vendre à Val Fleurie,1800000.0,Casablanca,Val Fleuri,129.0,2.0,2.0,4.0,,https://www.avito.ma/fr/val_fleuri/appartements/CMN_MA_1139___Appartement_%C3%A0_vendre_%C3%A0_Val_Fleurie_57319442.htm,13953.49,,Mid floor,Upper mid-range,Large,Casablanca | Val Fleuri,1,1,1,1,1,0,0,0
Appartement à vendre de 234 m² au centre ville,3200000.0,Tanger,Centre Ville,234.0,3.0,2.0,6.0,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_%C3%A0_vendre_de_234_m%C2%B2_au_centre_ville__55228019.htm,13675.21,,High floor,Premium,Very large,Tanger | Centre Ville,1,1,1,1,1,0,0,0
Appartement de standing à vendre à Marrakech,1500000.0,Marrakech,Semlalia,89.0,2.0,2.0,3.0,,https://www.avito.ma/fr/semlalia/appartements/Appartement_de_standing_%C3%A0_vendre_%C3%A0_Marrakech_57813976.htm,16853.93,,Mid floor,Upper mid-range,Medium,Marrakech | Semlalia,1,1,1,1,1,0,0,0
Appartement 84m² à vendre (fiha da3m) à Deroua,520000.0,Deroua,Toute la ville,84.0,2.0,1.0,0.0,,https://www.avito.ma/fr/deroua/appartements/Appartement_84m%C2%B2_%C3%A0_vendre__fiha_da3m__%C3%A0_Deroua_55850707.htm,6190.48,,Ground floor,Mid-range,Medium,Deroua | Toute la ville,1,1,1,1,1,0,1,0
Appart 78m A Mazola Proche CFC,1050000.0,Casablanca,Oulfa,78.0,2.0,2.0,5.0,,https://www.avito.ma/fr/oulfa/appartements/Appart_78m_A_Mazola_Proche_CFC_57742070.htm,13461.54,,Mid floor,Upper mid-range,Medium,Casablanca | Oulfa,1,1,1,1,1,0,0,0
"Résidence Wifak, deuxième étage, Ain Sebaa, Casablanca",400000.0,Casablanca,Aïn Sebaâ,50.0,2.0,2.0,2.0,,https://www.avito.ma/fr/ain_sebaa/appartements/R%C3%A9sidence_Wifak__deuxi%C3%A8me_%C3%A9tage__Ain_Sebaa__Casablanca_57843520.htm,8000.0,,Low floor,Budget,Medium,Casablanca | Aïn Sebaâ,1,1,1,1,1,0,0,0
Appartement à vendre de 71 m² Haut Standing,1050800.0,Tanger,Tanja Balia,71.0,2.0,1.0,1.0,,https://www.avito.ma/fr/tanja_balia/appartements/Appartement_%C3%A0_vendre_de_71_m%C2%B2_Haut_Standing_56603707.htm,14800.0,,Low floor,Upper mid-range,Medium,Tanger | Tanja Balia,1,1,1,1,1,0,0,0
PROJET NEUF DE HAUT STANDING PRÈS DE LA PALMERAIE,960000.0,Marrakech,Route De Casablanca,60.0,1.0,1.0,1.0,,https://www.avito.ma/fr/route_de_casablanca/appartements/PROJET_NEUF_DE_HAUT_STANDING_PR%C3%88S_DE_LA_PALMERAIE_57507349.htm,16000.0,,Low floor,Mid-range,Medium,Marrakech | Route De Casablanca,1,1,1,1,1,0,0,0
"Appartement 151 m² à vendre – Drissia, Tanger",1950000.0,Tanger,Drissia,151.0,3.0,2.0,9.0,,https://www.avito.ma/fr/drissia/appartements/Appartement_151_m%C2%B2_%C3%A0_vendre___Drissia__Tanger_56956227.htm,12913.91,,High floor,Upper mid-range,Very large,Tanger | Drissia,1,1,1,1,1,0,0,0
Appartement ensoleillé dans un endroit magnifique près du golf,600000.0,Benslimane,Autre Secteur,98.0,2.0,1.0,2.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_ensoleill%C3%A9_dans_un_endroit_magnifique_pr%C3%A8s_du_golf_57732570.htm,6122.45,,Low floor,Mid-range,Medium,Benslimane | Autre Secteur,1,1,1,1,1,0,0,0
Opportunité à Ahlane-Appartement spacieux à vendre,1200000.0,Tanger,Ahlane,,2.0,2.0,1.0,,https://www.avito.ma/fr/ahlane/appartements/Opportunit%C3%A9_%C3%A0_Ahlane_Appartement_spacieux_%C3%A0_vendre_57557228.htm,,,Low floor,Upper mid-range,Unknown,Tanger | Ahlane,1,0,1,1,1,0,0,0
Appartement socoma 85 m² quartier pièces,750000.0,Marrakech,Autre Secteur,85.0,3.0,1.0,1.0,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_socoma_85_m%C2%B2_quartier_pi%C3%A8ces_56266239.htm,8823.53,,Low floor,Mid-range,Medium,Marrakech | Autre Secteur,1,1,1,1,1,0,0,0
Bel Appartement à vendre 80 m² à Oujda 700000,700000.0,Oujda,Autre Secteur,80.0,2.0,1.0,3.0,,https://www.avito.ma/fr/autre_secteur/appartements/Bel_Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Oujda_700000_56652814.htm,8750.0,,Mid floor,Mid-range,Medium,Oujda | Autre Secteur,1,1,1,1,1,0,0,0
Spacieux Appartement à vendre de 144 m² à Tanger,2016000.0,Tanger,Tanja Balia,144.0,3.0,2.0,3.0,,https://www.avito.ma/fr/tanja_balia/appartements/Spacieux_Appartement_%C3%A0_vendre_de_144_m%C2%B2_%C3%A0_Tanger_55775660.htm,14000.0,,Mid floor,Premium,Large,Tanger | Tanja Balia,1,1,1,1,1,0,0,0
Appartement 3 chambres à vendre,1090000.0,Kénitra,Mimosas,120.0,3.0,2.0,6.0,,https://www.avito.ma/fr/mimosas/appartements/Appartement_3_chambres_%C3%A0_vendre_57667536.htm,9083.33,,High floor,Upper mid-range,Large,Kénitra | Mimosas,1,1,1,1,1,0,0,0
Appartement 2ème étage Mhamid 9,400000.0,Marrakech,M'Hamid,65.0,2.0,2.0,2.0,,https://www.avito.ma/fr/m_hamid/appartements/Appartement_2%C3%A8me_%C3%A9tage_Mhamid_9_57248351.htm,6153.85,,Low floor,Budget,Medium,Marrakech | M'Hamid,1,1,1,1,1,0,0,0
Nouveaux appartement à vendre de 50 m² à Tanger,380000.0,Tanger,Aouama Gharbia,50.0,2.0,1.0,2.0,,https://www.avito.ma/fr/aouama_gharbia/appartements/Nouveaux_appartement_%C3%A0_vendre_de_50_m%C2%B2_%C3%A0_Tanger_53330018.htm,7600.0,,Low floor,Budget,Medium,Tanger | Aouama Gharbia,1,1,1,1,1,0,0,0
À vendre un bel appartement,950000.0,Casablanca,Belvédère,105.0,2.0,2.0,5.0,,https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/%C3%80_vendre_un_bel_appartement_56460277.htm,9047.62,,Mid floor,Mid-range,Large,Casablanca | Belvédère,1,1,1,1,1,0,0,0
